Symbol,Price,Type,Time
DOLF20,4030.0,BID,time
DOLF20,4082.0,ASK,time
DOLF20,4130.0,BID,time
DOLF20,4273.0,ASK,time
DOLF20,4270.0,ASK,time
DOLF20,4134.0,ASK,time
DOLF20,4089.0,ASK,time
DOLF20,4134.0,ASK,time
DOLF20,4130.0,ASK,time
DOLF20,4054.0,BID,time
DOLF20,4070.0,ASK,time
DOLF20,4055.0,BID,time
DOLF20,4068.0,ASK,time
DOLF20,4061.0,BID,time
DOLF20,4062.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4071.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4068.0,ASK,time
DOLF20,4062.0,BID,time
DOLF20,4063.0,BID,time
DOLF20,4086.0,BID,time
DOLF20,4063.0,BID,time
DOLF20,4055.0,ASK,time
DOLF20,4062.0,BID,time
DOLF20,4061.0,BID,time
DOLF20,4068.0,ASK,time
DOLF20,4067.0,BID,time
DOLF20,4083.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4083.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4083.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4064.0,ASK,time
DOLF20,4064.0,BID,time
DOLF20,4068.0,ASK,time
DOLF20,4071.0,BID,time
DOLF20,4069.0,ASK,time
DOLF20,4064.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4070.0,ASK,time
DOLF20,4069.0,ASK,time
DOLF20,4070.0,ASK,time
DOLF20,4070.0,BID,time
DOLF20,4073.0,ASK,time
DOLF20,4079.0,BID,time
DOLF20,4074.0,ASK,time
DOLF20,4069.0,BID,time
DOLF20,4073.0,ASK,time
DOLF20,4053.0,ASK,time
DOLF20,4073.0,ASK,time
DOLF20,4072.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4068.0,BID,time
DOLF20,4072.0,ASK,time
DOLF20,4055.0,ASK,time
DOLF20,4072.0,ASK,time
DOLF20,4068.0,ASK,time
DOLF20,4072.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4084.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4042.0,ASK,time
DOLF20,4072.0,ASK,time
DOLF20,4056.0,ASK,time
DOLF20,4072.0,ASK,time
DOLF20,4070.0,ASK,time
DOLF20,4069.0,ASK,time
DOLF20,4070.0,ASK,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,ASK,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4072.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4072.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4072.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4070.0,ASK,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4070.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4072.0,BID,time
DOLF20,4071.0,ASK,time
DOLF20,4069.0,BID,time
DOLF20,4076.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4070.0,BID,time
DOLF20,4072.0,BID,time
DOLF20,4070.0,BID,time
DOLF20,4072.0,BID,time
DOLF20,4072.0,ASK,time
DOLF20,4070.0,BID,time
DOLF20,4072.0,BID,time
DOLF20,4070.0,BID,time
DOLF20,4072.0,BID,time
DOLF20,4070.0,BID,time
DOLF20,4072.0,BID,time
DOLF20,4070.0,BID,time
DOLF20,4071.0,BID,time
DOLF20,4072.0,BID,time
DOLF20,4071.0,BID,time
DOLF20,4070.0,ASK,time
DOLF20,4072.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4072.0,ASK,time
DOLF20,4070.0,BID,time
DOLF20,4069.0,ASK,time
DOLF20,4072.0,ASK,time
DOLF20,4071.0,ASK,time
DOLF20,4070.0,ASK,time
DOLF20,4071.0,ASK,time
DOLF20,4070.0,ASK,time
DOLF20,4071.0,ASK,time
DOLF20,4070.0,ASK,time
DOLF20,4071.0,ASK,time
DOLF20,4069.0,BID,time
DOLF20,4070.0,ASK,time
DOLF20,4069.0,ASK,time
DOLF20,4070.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4068.0,BID,time
DOLF20,4070.0,ASK,time
DOLF20,4069.0,ASK,time
DOLF20,4068.0,ASK,time
DOLF20,4069.0,ASK,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4071.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4068.0,ASK,time
DOLF20,4069.0,ASK,time
DOLF20,4068.0,ASK,time
DOLF20,4067.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4069.0,ASK,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,ASK,time
DOLF20,4069.0,BID,time
DOLF20,4069.0,ASK,time
DOLF20,4067.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4068.0,ASK,time
DOLF20,4069.0,ASK,time
DOLF20,4068.0,ASK,time
DOLF20,4069.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4068.0,ASK,time
DOLF20,4069.0,ASK,time
DOLF20,4067.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4068.0,ASK,time
DOLF20,4069.0,ASK,time
DOLF20,4069.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4068.0,ASK,time
DOLF20,4069.0,ASK,time
DOLF20,4067.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4068.0,ASK,time
DOLF20,4069.0,ASK,time
DOLF20,4068.0,ASK,time
DOLF20,4069.0,ASK,time
DOLF20,4068.0,ASK,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4070.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4069.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4068.0,ASK,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4068.0,ASK,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4068.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4068.0,ASK,time
DOLF20,4067.0,ASK,time
DOLF20,4068.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4052.0,ASK,time
DOLF20,4067.0,ASK,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4067.0,ASK,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,ASK,time
DOLF20,4067.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4067.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4067.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4067.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4045.0,ASK,time
DOLF20,4067.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4067.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4067.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4067.0,ASK,time
DOLF20,4067.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4081.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4064.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4067.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4051.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4035.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4071.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4065.0,ASK,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4096.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,BID,time
DOLF20,4067.0,ASK,time
DOLF20,4065.0,BID,time
DOLF20,4066.0,ASK,time
DOLF20,4066.0,BID,time
DOLF20,4065.0,BID,time
DOLF20,4067.0,BID,time
DOLF20,4065.0,BID,time
